airline_sentiment,text
0,"@united  bags left behind because plane overweight, be great if knew as soon as we landed, instead letting us wait 45 minutes with no info."
0,@united You are a F&amp;$KING joke. Your customer service is woeful. If your staff tell a passenger that they will do something do it!
0,@united was a sponsor of the oscars? No wonder it was a half hour delayed. #Oscars
1,@united Worked like a charm. Bag was waiting on the carousel when we got to baggage claim. #welldone #goodflight #friendlysky
0,@united will lose my bag but won't give me free pretzels #frauds
0,"@united you are trying to charge me 150 bucks because you lowered your award tickets and I want to get my hard earn points back, total BS"
0,@united does asap mean two hours worth of delay and a return to the terminal to count the luggage a third time? #gottogetbetter
0,@united Apart from being on hold for over 2 hours and having talked to 5 people and the problem still not resolved!
0,"@united typical caned response from UA, fix your crappy performing, last placed/ranked airline in this century!"
0,@united is it even legal for you guys to advertise flights that you cant honor??
0,@united customer service is the WORST. hanging up on customers intentionally after one hour on hold.
0,@united was forced  to book a flight on a different date than originally planned for a higher price $1130 felt like a bait and switch tactic
0,"@united love how you don't give a shit about people who tried to be loyal, but you screw them every way till Sunday. Glad I've stayed away"
0,"@united tried a different flight IAH-MNL 4/1/15-4/17/15, 6 flights are advertised for $1038 but are not bookable (due to partner error)."
0,@united it will be on a different airline.
0,@united and was told that its been the case for weeks but is still not resolved.
0,"@united clicked ""upgrade now"" and it didn't upgrade. What gives? http://t.co/N7oSjz8a59"
0,@united you advertise the flight and its still on you website and still can't be book. spent over 2 hours with united support
0,@united tried to book a flight IAH-MNL departing 3/31/15 returning 4/17/15 you are advertising 9 flights for $1051 that can't be book!
0,@united quick (serious) question - any resources/ratings showing the quality of service is better than 8th place? http://t.co/deWIthPeW2
0,"@united yes I have and I was calling in regards to speaking to someone about it even further, but unfortunately i was just bounced around."
0,@united Flight 472 from ORD couldn't let me know about this? Found out via app minutes before landing. Awful flight. http://t.co/DQJl8vZ2h2
0,@united i need help but in spanish
0,"@united A very disappointing experience - plane mech. delay and next one didn't wait. No sincere apology, just told me to complain online"
0,@united I lost my sunglasses on the flight from OKC to IAH this morning (8am takeoff) .. is there any way to retrieve them?
0,@united UA1731 - Denver to Austin...  Still on the ground...
0,@united either your staff or whoever you contract with at PVD is failing you big time tonight...
0,@united considering it. Currently gold on @delta. Why should I make the jump for an upcoming flight from SFO to Singapore?
0,"@united worst flights I've ever had. ground crew ignored our plane, made me miss flight and now I have to cover the cost of a hotel. #DEN"
0,@united customers aren't dumb. These revenue based programs will hurt everyone. Not gonna save money like you think
0,@united it was me who had the problem won flight ua 1580. I called and rebooked myself found my own hotel and taxi
1,@united will do. Thanks for the help. Cheers
0,"@united bull crap.  I spent $600 on a recent trip.  That's not small change. I got 10,000 AA miles.  Would have only been 6600 UA"
0,@united yes I did. Terrible service from your courrier
0,@united compensate us for new clothes bet you won't
1,@united I have 8 flights with you in the next two weeks :) let's make some good memories!
0,"@united, we're stuck at OGG, looks like flight will be Cancelled Flightled. Can you help? =)"
0,@united yea they been booked on 10 next avalible flights since sat 7am. And when time comes no plane 2nd day of work missed #hotelliving
0,@united currently crying... I wanted to ski tomorrow but prolly not. Just a boy tryna fulfill his dreams
0,"@united I tried the online tracking and they said something like ""attempting to locate luggage"""
0,@united your worker told us not to call because we'd be talking to someone in Thailand...
0,@united - Going on 3 days (tomorrow) and I still haven't received my bag from my flight to Toronto. Would love to see some seriousness here.
0,@united is there nothing you can do for me? No compensation at all? Given the circumstances I feel like there must be something you can do
0,@united there is a disconnect between your PR group and the actual business strategy and employee attitude on the ground.  #liars #united
0,@united here we go again. 2 of 3 segments SFO--New York RT were delayed OVER 2 hrs each! Why do you suck so BAD!?!Maybe another line of bus?
0,@united you really screwed up dealing mechanical failure from Maui to San Francisco. Poor communication bad help in getting connections
0,"@united if you don't like delayed bags, why do you let it happen so much?"
0,@united the delay is due to customer service for 20 people?  What about the DIS-SERVICE you provided for 100+?  #FlightFail #Hour20Delay
1,@united he is so excellent and so reliable :) #happycustomer
0,@united but again UNITED DOESNT GIVE 2 SHITS ABOUT THEIR CUSTOMERS
0,@united its funny how none of ur tweets back are helpful what I want is to read 'ya we'll change that so our customers get better service'
1,@united it was delivered! Thank you for making sure it arrived at my doorstep!
0,"@united really needs to get its act together. Really disappointed in our change of flight, delayed flights, etc."
0,"@united-rebooked to OMA - 180 miles from my destination. Spotty customer service. I get staff stressors but come on, this is your business."
1,“@united: Looking for a reason to travel? #quote http://t.co/GGuIg3t28z”
0,@united I can't find any Late Flight evening flights. Are there other airports that would have an overnight flight?
0,@united Thanks for the vague canned response that doesn't address the issue!
1,@united thank you!
0,@united that's not good enough for all of us affected by the awful organization and timing and have now been set back
0,@united  Otis in the baggage claim by Bay #8. not at all happy but not nearly as pissed.
0,@united Why is my time less important to you?  #StrandUsInDenver #HourAndTenMinuteDelay #FlightFail
0,@united airlines: you kidding? Bagage lost this morning from ny to Washington and still no trace? #badservice
0,@united I did. It took about an hour and a half though
0,@united Why have you never held a plane for me? #HourDelay #MultipleDoorOpeningAndClosing #DangerOfGettingSnowedIn
0,@united i did but i got nothing from it. Just dissapointment =(
0,@united WHERE IS MY FUCKING BAG?!?! Where the fuck is my fucking bag??? TELL ME NOW OR GIVE ME A NUMBER TO CALL A HUMAN. SAN68059M
1,@united I was sincerely thanking the pilot of flight 4461 of braving the snow and getting me home amongst many other Cancelled Flightlations.
0,@united Made@it to the gate at 8:23 and they wouldn't let us on. http://t.co/xAToxBnsFa
0,@united time to give up my 1K status and switch to @Delta - you are so terrible I can't even describe.
1,"@united Thanks! LOL! #UA6259 will wait for us. Per @flightaware, same tail number as #UA5525 :)"
0,@united You suck. Flight delayed equipment probs again. Miss connection by 2 minutes and you won't let us on even though it's at the gate.
0,@United #1758 now going in 40 min waiting for other plane to vacate gate. #findanothergate
